ID,Name,Tracks
AL011851,UNNAMED,14,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18530927,1200,,HU,36.0,-59.8,70,,,,,,,,,,,,,,
18530927,1800,,HU,36.7,-58.4,70,,,,,,,,,,,,,,
18530928,0000,,HU,36.8,-57.4,70,,,,,,,,,,,,,,
18530928,0600,,HU,36.3,-56.7,70,,,,,,,,,,,,,,
18530928,1200,,HU,35.5,-56.9,70,,,,,,,,,,,,,,
18530928,1800,,HU,35.5,-57.0,70,,,,,,,,,,,,,,
18530929,0000,,HU,35.4,-57.2,70,,,,,,,,,,,,,,
18530929,0600,,HU,35.3,-57.4,70,,,,,,,,,,,,,,
18530929,1200,,HU,35.3,-57.7,70,,,,,,,,,,,,,,
18530929,1800,,HU,35.4,-57.9,70,,,,,,,,,,,,,,
18530930,0000,,HU,35.5,-58.1,70,,,,,,,,,,,,,,
18530930,0600,,HU,35.5,-58.2,70,,,,,,,,,,,,,,
18530930,1200,,HU,35.8,-58.3,70,,,,,,,,,,,,,,
18530930,1800,,HU,36.3,-58.0,70,,,,,,,,,,,,,,
18531001,0000,,HU,37.0,-57.5,70,,,,,,,,,,,,,,
18531001,0600,,HU,38.0,-56.8,70,,,,,,,,,,,,,,
ID,Name,Tracks
AL071853,UNNAMED,1,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18530928,1200,,TS,15.0,-37.0,50,,,,,,,,,,,,,,
ID,Name,Tracks
AL081853,UNNAMED,14,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18531019,0000,,HU,27.5,-78.5,70,,,,,,,,,,,,,,
18531019,0600,,HU,28.0,-78.9,70,,,,,,,,,,,,,,
18531019,1200,,HU,28.5,-79.3,80,,,,,,,,,,,,,,
18531019,1800,,HU,28.9,-79.6,80,,,,,,,,,,,,,,
18531020,0000,,HU,29.3,-79.9,80,,,,,,,,,,,,,,
18531020,0600,,HU,29.7,-80.2,80,,,,,,,,,,,,,,
18531020,1200,,HU,30.0,-80.5,90,,,,,,,,,,,,,,
18531020,1800,,HU,30.3,-80.7,90,,,,,,,,,,,,,,
18531021,0000,,HU,30.6,-80.9,90,,,,,,,,,,,,,,
18531021,0600,,HU,30.9,-80.9,90,,,,,,,,,,,,,,
18531021,1200,,HU,31.3,-80.6,80,,,,,,,,,,,,,,
18531021,1800,,HU,31.7,-80.1,80,,,,,,,,,,,,,,
18531022,0000,,HU,32.1,-79.4,80,,,,,,,,,,,,,,
18531022,0600,,HU,32.5,-78.5,80,,,,,,,,,,,,,,
ID,Name,Tracks
AL011854,UNNAMED,11,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18540625,0000,,TS,26.0,-92.5,60,,,,,,,,,,,,,,
18540625,0600,,TS,26.0,-93.0,60,,,,,,,,,,,,,,
18540625,1200,,HU,26.0,-93.5,70,,,,,,,,,,,,,,
18540625,1800,,HU,26.0,-94.0,70,,,,,,,,,,,,,,
18540626,0000,,HU,26.0,-94.7,70,,,,,,,,,,,,,,
18540626,0600,,HU,26.1,-95.7,70,,,,,,,,,,,,,,
18540626,1200,L,HU,26.2,-97.0,70,,,,,,,,,,,,,,
18540626,1800,,TS,26.4,-98.5,50,,,,,,,,,,,,,,
18540627,0000,,TS,26.8,-100.0,40,,,,,,,,,,,,,,
18540627,0600,,TS,27.4,-101.5,40,,,,,,,,,,,,,,
18540627,1200,,TS,28.0,-103.0,40,,,,,,,,,,,,,,
ID,Name,Tracks
AL021854,UNNAMED,1,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18540823,1200,,TS,33.0,-55.0,60,,,,,,,,,,,,,,
ID,Name,Tracks
AL031854,UNNAMED,25,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18540907,0000,,HU,26.4,-76.6,110,,,,,,,,,,,,,,
18540907,0600,,HU,27.2,-77.6,110,,,,,,,,,,,,,,
18540907,1200,,HU,28.0,-78.6,110,938,,,,,,,,,,,,,
18540907,1800,,HU,28.8,-79.6,110,,,,,,,,,,,,,,
18540908,0000,,HU,29.6,-80.3,110,,,,,,,,,,,,,,
18540908,0600,,HU,30.4,-80.6,110,,,,,,,,,,,,,,
18540908,1200,,HU,31.1,-80.9,100,,,,,,,,,,,,,,
18540908,1800,,HU,31.6,-81.1,100,950,,,,,,,,,,,,,
18540908,2000,L,HU,31.7,-81.1,100,950,,,,,,,,,,,,,
18540909,0000,,HU,32.0,-81.3,80,,,,,,,,,,,,,,
18540909,0600,,HU,32.5,-81.5,70,,,,,,,,,,,,,,
18540909,1200,,TS,33.2,-81.5,60,,,,,,,,,,,,,,
18540909,1800,,TS,34.3,-80.5,50,,,,,,,,,,,,,,
18540910,0000,,TS,35.5,-78.1,40,,,,,,,,,,,,,,
18540910,0600,,TS,36.8,-75.9,40,,,,,,,,,,,,,,
18540910,1200,,TS,37.8,-74.0,50,,,,,,,,,,,,,,
18540910,1800,,TS,38.4,-71.9,60,,,,,,,,,,,,,,
18540911,0000,,HU,38.8,-69.5,70,,,,,,,,,,,,,,
18540911,0600,,HU,39.0,-67.3,80,,,,,,,,,,,,,,
18540911,1200,,HU,39.4,-65.0,90,,,,,,,,,,,,,,
18540911,1800,,HU,39.5,-61.8,90,,,,,,,,,,,,,,
18540912,0000,,HU,39.8,-58.3,90,,,,,,,,,,,,,,
18540912,0600,,HU,40.0,-55.1,90,,,,,,,,,,,,,,
18540912,1200,,HU,40.0,-52.0,80,,,,,,,,,,,,,,
18540912,1800,,HU,40.2,-48.0,80,,,,,,,,,,,,,,
ID,Name,Tracks
AL041854,UNNAMED,11,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18540918,0000,,HU,28.2,-93.6,90,,,,,,,,,,,,,,
18540918,0600,,HU,28.4,-94.1,90,,,,,,,,,,,,,,
18540918,1200,,HU,28.6,-94.6,90,,,,,,,,,,,,,,
18540918,1800,,HU,28.8,-95.1,90,,,,,,,,,,,,,,
18540918,2100,L,HU,28.9,-95.3,90,,,,,,,,,,,,,,
18540919,0000,,HU,29.0,-95.6,80,,,,,,,,,,,,,,
18540919,0600,,HU,29.2,-96.1,70,,,,,,,,,,,,,,
18540919,1200,,TS,29.4,-96.5,60,,,,,,,,,,,,,,
18540919,1800,,TS,29.7,-96.6,60,,,,,,,,,,,,,,
18540920,0000,,TS,30.0,-96.4,50,,,,,,,,,,,,,,
18540920,0600,,TS,30.3,-96.0,40,,,,,,,,,,,,,,
ID,Name,Tracks
AL051854,UNNAMED,12,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18541020,0000,,TS,25.0,-67.6,50,,,,,,,,,,,,,,
18541020,0600,,TS,25.8,-67.6,50,,,,,,,,,,,,,,
18541020,1200,,TS,26.7,-67.6,50,,,,,,,,,,,,,,
18541020,1800,,TS,27.6,-67.5,50,,,,,,,,,,,,,,
18541021,0000,,TS,28.6,-67.3,60,,,,,,,,,,,,,,
18541021,0600,,TS,29.5,-67.0,60,,,,,,,,,,,,,,
18541021,1200,,TS,30.3,-66.6,60,,,,,,,,,,,,,,
18541021,1800,,TS,31.5,-65.6,60,,,,,,,,,,,,,,
18541022,0000,,TS,32.4,-64.3,60,,,,,,,,,,,,,,
18541022,0600,,TS,33.0,-62.8,60,,,,,,,,,,,,,,
18541022,1200,,TS,33.5,-61.0,50,,,,,,,,,,,,,,
18541022,1800,,TS,34.2,-58.7,50,,,,,,,,,,,,,,
ID,Name,Tracks
AL011855,UNNAMED,1,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18550806,1200,,HU,22.2,-98.0,90,,,,,,,,,,,,,,
ID,Name,Tracks
AL021855,UNNAMED,6,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18550810,0000,,HU,44.0,-42.0,90,,,,,,,,,,,,,,
18550810,0600,,HU,46.0,-39.0,90,,,,,,,,,,,,,,
18550810,1200,,HU,48.0,-36.0,90,,,,,,,,,,,,,,
18550810,1800,,HU,50.0,-32.5,90,,,,,,,,,,,,,,
18550811,0000,,HU,52.0,-29.0,90,,,,,,,,,,,,,,
18550811,0600,,HU,54.0,-24.0,90,,,,,,,,,,,,,,
ID,Name,Tracks
AL031855,UNNAMED,1,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18550811,1200,,HU,12.5,-83.0,70,,,,,,,,,,,,,,
ID,Name,Tracks
AL041855,UNNAMED,16,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18550824,0000,,TS,12.0,-55.9,50,,,,,,,,,,,,,,
18550824,0600,,TS,12.0,-57.1,50,,,,,,,,,,,,,,
18550824,1200,,TS,12.1,-58.3,50,,,,,,,,,,,,,,
18550824,1800,,TS,12.3,-59.5,50,,,,,,,,,,,,,,
18550825,0000,,TS,12.8,-60.7,60,,,,,,,,,,,,,,
18550825,0600,,TS,13.5,-61.9,60,,,,,,,,,,,,,,
18550825,1200,,TS,14.1,-62.8,60,,,,,,,,,,,,,,
18550825,1800,,TS,14.8,-63.7,60,,,,,,,,,,,,,,
18550826,0000,,TS,15.6,-64.4,60,,,,,,,,,,,,,,
18550826,0600,,TS,16.4,-65.4,60,,,,,,,,,,,,,,
18550826,1200,,TS,17.1,-66.5,60,,,,,,,,,,,,,,
18550826,1800,,TS,17.7,-67.9,60,,,,,,,,,,,,,,
18550827,0000,,TS,18.4,-69.5,50,997,,,,,,,,,,,,,
18550827,0600,,TS,19.2,-71.1,50,,,,,,,,,,,,,,
18550827,1200,,TS,19.5,-72.3,40,,,,,,,,,,,,,,
18550827,1800,,TS,19.7,-73.6,40,,,,,,,,,,,,,,
ID,Name,Tracks
AL051855,UNNAMED,11,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18550915,0000,,HU,26.7,-89.1,70,,,,,,,,,,,,,,
18550915,0600,,HU,27.1,-89.1,80,,,,,,,,,,,,,,
18550915,1200,,HU,27.5,-89.3,90,,,,,,,,,,,,,,
18550915,1800,,HU,28.1,-89.4,100,,,,,,,,,,,,,,
18550916,0000,,HU,28.8,-89.5,110,,,,,,,,,,,,,,
18550916,0300,L,HU,29.2,-89.5,110,,,,,,,,,,,,,,
18550916,0600,,HU,29.6,-89.5,110,,,,,,,,,,,,,,
18550916,1200,,HU,30.2,-89.4,100,,,,,,,,,,,,,,
18550916,1800,,HU,31.0,-89.1,70,,,,,,,,,,,,,,
18550917,0000,,TS,32.0,-88.8,50,,,,,,,,,,,,,,
18550917,0600,,TS,33.0,-88.3,40,,,,,,,,,,,,,,
ID,Name,Tracks
AL011856,UNNAMED,14,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18560809,0000,,HU,25.0,-83.9,70,,,,,,,,,,,,,,
18560809,0600,,HU,25.7,-85.1,80,,,,,,,,,,,,,,
18560809,1200,,HU,26.3,-86.5,90,,,,,,,,,,,,,,
18560809,1800,,HU,27.0,-87.8,100,,,,,,,,,,,,,,
18560810,0000,,HU,27.7,-89.1,110,,,,,,,,,,,,,,
18560810,0600,,HU,28.2,-89.8,120,,,,,,,,,,,,,,
18560810,1200,,HU,28.7,-90.5,130,,,,,,,,,,,,,,
18560810,1800,L,HU,29.2,-91.1,130,934,,,,,,,,,,,,,
18560811,0000,,HU,29.7,-91.6,110,,,,,,,,,,,,,,
18560811,0600,,HU,30.0,-91.8,80,,,,,,,,,,,,,,
18560811,1200,,TS,30.3,-91.9,60,,,,,,,,,,,,,,
18560811,1800,,TS,30.6,-91.8,50,,,,,,,,,,,,,,
18560812,0000,,TS,30.9,-91.6,40,,,,,,,,,,,,,,
18560812,0600,,TS,31.3,-91.0,40,,,,,,,,,,,,,,
ID,Name,Tracks
AL021856,UNNAMED,8,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18560813,0000,,HU,12.1,-56.1,70,,,,,,,,,,,,,,
18560813,0600,,HU,12.1,-57.3,70,,,,,,,,,,,,,,
18560813,1200,,HU,12.1,-58.5,70,,,,,,,,,,,,,,
18560813,1800,,HU,12.1,-60.1,70,,,,,,,,,,,,,,
18560814,0000,,HU,12.1,-61.8,70,,,,,,,,,,,,,,
18560814,0600,,HU,12.1,-63.2,70,,,,,,,,,,,,,,
18560814,1200,,HU,12.1,-64.5,70,,,,,,,,,,,,,,
18560814,1800,,HU,12.1,-65.6,70,,,,,,,,,,,,,,
ID,Name,Tracks
AL031856,UNNAMED,12,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18560819,0000,,TS,32.5,-75.5,50,,,,,,,,,,,,,,
18560819,0600,,TS,33.8,-76.0,50,,,,,,,,,,,,,,
18560819,1100,L,TS,34.8,-76.4,50,,,,,,,,,,,,,,
18560819,1200,,TS,35.0,-76.5,50,,,,,,,,,,,,,,
18560819,1800,,TS,36.0,-76.3,50,,,,,,,,,,,,,,
18560820,0000,,TS,37.0,-76.0,50,,,,,,,,,,,,,,
18560820,0600,,TS,38.0,-75.3,50,,,,,,,,,,,,,,
18560820,1200,,TS,39.0,-74.3,50,,,,,,,,,,,,,,
18560820,1800,,TS,39.8,-73.0,50,,,,,,,,,,,,,,
18560821,0000,,TS,40.4,-71.5,50,,,,,,,,,,,,,,
18560821,0600,,TS,40.8,-69.5,50,,,,,,,,,,,,,,
18560821,1200,,TS,41.0,-67.0,50,,,,,,,,,,,,,,
ID,Name,Tracks
AL041856,UNNAMED,1,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18560821,1200,,TS,23.0,-82.5,50,,,,,,,,,,,,,,
ID,Name,Tracks
AL051856,UNNAMED,40,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18560825,0000,,HU,21.0,-69.8,70,,,,,,,,,,,,,,
18560825,0600,,HU,21.0,-70.8,70,,,,,,,,,,,,,,
18560825,1200,,HU,21.1,-71.9,70,,,,,,,,,,,,,,
18560825,1800,,HU,21.2,-72.8,70,,,,,,,,,,,,,,
18560826,0000,,HU,21.6,-73.9,70,,,,,,,,,,,,,,
18560826,0600,,HU,21.7,-74.8,70,,,,,,,,,,,,,,
18560826,1200,,HU,22.0,-75.9,80,,,,,,,,,,,,,,
18560826,1800,,HU,22.2,-76.6,80,,,,,,,,,,,,,,
18560827,0000,,HU,22.4,-77.6,80,,,,,,,,,,,,,,
18560827,0600,,HU,22.6,-78.6,80,,,,,,,,,,,,,,
18560827,1200,,HU,22.7,-79.5,90,,,,,,,,,,,,,,
18560827,1800,,HU,22.7,-80.6,80,,,,,,,,,,,,,,
18560828,0000,,HU,22.9,-81.6,80,,,,,,,,,,,,,,
18560828,0600,,HU,23.0,-82.9,90,969,,,,,,,,,,,,,
18560828,1200,,HU,23.2,-84.0,90,,,,,,,,,,,,,,
18560828,1800,,HU,23.6,-84.6,90,,,,,,,,,,,,,,
18560829,0000,,HU,23.9,-85.1,90,,,,,,,,,,,,,,
18560829,0600,,HU,24.2,-85.6,90,,,,,,,,,,,,,,
18560829,1200,,HU,24.7,-86.4,90,,,,,,,,,,,,,,
18560829,1800,,HU,24.9,-86.8,90,,,,,,,,,,,,,,
18560830,0000,,HU,25.2,-87.1,100,,,,,,,,,,,,,,
18560830,0600,,HU,25.6,-87.3,100,,,,,,,,,,,,,,
18560830,1200,,HU,26.2,-87.4,100,,,,,,,,,,,,,,
18560830,1800,,HU,27.5,-87.3,100,,,,,,,,,,,,,,
18560831,0000,,HU,28.9,-86.6,90,,,,,,,,,,,,,,
18560831,0600,L,HU,30.2,-85.9,90,,,,,,,,,,,,,,
18560831,1200,,HU,31.1,-84.8,70,,,,,,,,,,,,,,
18560831,1800,,TS,32.2,-83.3,60,,,,,,,,,,,,,,
18560901,0000,,TS,33.0,-81.6,50,,,,,,,,,,,,,,
18560901,0600,,TS,34.0,-79.6,50,,,,,,,,,,,,,,
18560901,1200,,TS,34.7,-77.9,50,,,,,,,,,,,,,,
18560901,1800,,TS,35.5,-75.3,50,,,,,,,,,,,,,,
18560902,0000,,TS,36.3,-72.8,50,,,,,,,,,,,,,,
18560902,0600,,TS,36.8,-70.0,50,,,,,,,,,,,,,,
18560902,1200,,TS,37.2,-67.3,50,,,,,,,,,,,,,,
18560902,1800,,TS,37.7,-64.6,50,,,,,,,,,,,,,,
18560903,0000,,TS,38.2,-61.8,50,,,,,,,,,,,,,,
18560903,0600,,TS,38.8,-58.6,50,,,,,,,,,,,,,,
18560903,1200,,TS,39.0,-56.0,50,,,,,,,,,,,,,,
18560903,1800,,TS,39.5,-52.3,50,,,,,,,,,,,,,,
ID,Name,Tracks
AL061856,UNNAMED,20,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18560918,0000,,TS,32.0,-48.8,50,,,,,,,,,,,,,,
18560918,0600,,TS,32.5,-48.9,50,,,,,,,,,,,,,,
18560918,1200,,TS,32.9,-49.0,50,,,,,,,,,,,,,,
18560918,1800,,TS,33.5,-49.3,50,,,,,,,,,,,,,,
18560919,0000,,TS,34.5,-49.8,60,,,,,,,,,,,,,,
18560919,0600,,TS,35.2,-50.5,60,,,,,,,,,,,,,,
18560919,1200,,HU,35.6,-51.0,70,,,,,,,,,,,,,,
18560919,1800,,HU,35.8,-51.4,70,,,,,,,,,,,,,,
18560920,0000,,HU,36.0,-51.7,70,,,,,,,,,,,,,,
18560920,0600,,HU,36.1,-52.0,70,,,,,,,,,,,,,,
18560920,1200,,HU,36.2,-52.3,70,,,,,,,,,,,,,,
18560920,1800,,HU,36.3,-52.4,70,,,,,,,,,,,,,,
18560921,0000,,TS,36.4,-52.5,60,,,,,,,,,,,,,,
18560921,0600,,TS,36.5,-52.6,60,,,,,,,,,,,,,,
18560921,1200,,TS,36.5,-52.7,60,,,,,,,,,,,,,,
18560921,1800,,TS,36.5,-52.8,60,,,,,,,,,,,,,,
18560922,0000,,TS,36.5,-52.9,60,,,,,,,,,,,,,,
18560922,0600,,TS,36.5,-53.0,60,,,,,,,,,,,,,,
18560922,1200,,TS,36.5,-53.0,60,,,,,,,,,,,,,,
18560922,1800,,TS,36.5,-53.0,60,,,,,,,,,,,,,,
ID,Name,Tracks
AL011857,UNNAMED,8,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18570630,0000,,TS,34.0,-74.5,50,,,,,,,,,,,,,,
18570630,0600,,TS,34.5,-73.8,50,,,,,,,,,,,,,,
18570630,1200,,TS,35.0,-72.6,50,,,,,,,,,,,,,,
18570630,1800,,TS,35.2,-71.4,50,,,,,,,,,,,,,,
18570701,0000,,TS,35.4,-70.1,50,,,,,,,,,,,,,,
18570701,0600,,TS,35.5,-68.9,50,,,,,,,,,,,,,,
18570701,1200,,TS,35.8,-67.6,50,,,,,,,,,,,,,,
18570701,1800,,TS,36.0,-66.0,50,,,,,,,,,,,,,,
ID,Name,Tracks
AL021857,UNNAMED,47,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18570906,1800,,TS,26.5,-73.0,40,,,,,,,,,,,,,,
18570907,0000,,TS,26.7,-72.8,40,,,,,,,,,,,,,,
18570907,0600,,TS,26.9,-72.6,40,,,,,,,,,,,,,,
18570907,1200,,TS,27.2,-72.4,50,,,,,,,,,,,,,,
18570907,1800,,TS,27.5,-72.3,50,,,,,,,,,,,,,,
18570908,0000,,TS,27.7,-72.5,50,,,,,,,,,,,,,,
18570908,0600,,TS,27.9,-72.7,50,,,,,,,,,,,,,,
18570908,1200,,TS,28.1,-72.9,60,,,,,,,,,,,,,,
18570908,1800,,TS,28.3,-73.0,60,,,,,,,,,,,,,,
18570909,0000,,TS,28.7,-73.6,60,,,,,,,,,,,,,,
18570909,0600,,HU,29.1,-74.2,70,,,,,,,,,,,,,,
18570909,1200,,HU,29.5,-74.7,70,,,,,,,,,,,,,,
18570909,1800,,HU,29.9,-75.3,70,,,,,,,,,,,,,,
18570910,0000,,HU,30.2,-75.8,70,,,,,,,,,,,,,,
18570910,0600,,HU,30.5,-76.2,70,,,,,,,,,,,,,,
18570910,1200,,HU,30.7,-76.7,80,,,,,,,,,,,,,,
18570910,1800,,HU,31.0,-77.1,80,,,,,,,,,,,,,,
18570911,0000,,HU,31.2,-77.4,90,,,,,,,,,,,,,,
18570911,0600,,HU,31.5,-77.7,90,,,,,,,,,,,,,,
18570911,1200,,HU,31.7,-78.0,90,,,,,,,,,,,,,,
18570911,1800,,HU,32.1,-78.2,90,,,,,,,,,,,,,,
18570912,0000,,HU,32.3,-78.2,90,,,,,,,,,,,,,,
18570912,0600,,HU,32.5,-78.3,90,,,,,,,,,,,,,,
18570912,1200,,HU,32.8,-78.3,90,,,,,,,,,,,,,,
18570912,1800,,HU,33.3,-78.3,90,961,,,,,,,,,,,,,
18570913,0000,L,HU,33.9,-78.0,90,,,,,,,,,,,,,,
18570913,0600,,HU,34.5,-77.5,80,,,,,,,,,,,,,,
18570913,1200,,HU,34.9,-77.1,70,,,,,,,,,,,,,,
18570913,1800,,TS,35.5,-76.5,60,,,,,,,,,,,,,,
18570914,0000,,TS,36.0,-76.2,50,,,,,,,,,,,,,,
18570914,0600,,TS,36.3,-75.8,50,,,,,,,,,,,,,,
18570914,1200,,TS,36.5,-74.9,50,,,,,,,,,,,,,,
18570914,1800,,TS,36.8,-73.5,60,,,,,,,,,,,,,,
18570915,0000,,TS,37.6,-71.8,60,,,,,,,,,,,,,,
18570915,0600,,HU,38.5,-69.8,70,,,,,,,,,,,,,,
18570915,1200,,HU,39.4,-67.6,80,,,,,,,,,,,,,,
18570915,1800,,HU,40.3,-65.2,80,,,,,,,,,,,,,,
18570916,0000,,HU,41.2,-61.7,80,,,,,,,,,,,,,,
18570916,0600,,HU,42.1,-58.9,80,,,,,,,,,,,,,,
18570916,1200,,HU,43.0,-56.0,80,,,,,,,,,,,,,,
18570916,1800,,HU,44.0,-53.0,80,,,,,,,,,,,,,,
18570917,0000,,HU,45.0,-50.0,80,,,,,,,,,,,,,,
18570917,0600,,HU,46.0,-46.0,70,,,,,,,,,,,,,,
18570917,1200,,TS,47.0,-42.0,60,,,,,,,,,,,,,,
18570917,1800,,EX,48.0,-38.0,50,,,,,,,,,,,,,,
18570918,0000,,EX,49.0,-34.0,40,,,,,,,,,,,,,,
18570918,0600,,EX,50.0,-30.0,40,,,,,,,,,,,,,,
ID,Name,Tracks
AL031857,UNNAMED,20,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
18570922,0000,,HU,32.5,-73.5,70,,,,,,,,,,,,,,
18570922,0600,,HU,32.5,-73.5,70,,,,,,,,,,,,,,
18570922,1200,,HU,32.5,-73.5,70,,,,,,,,,,,,,,
18570922,1800,,HU,32.5,-73.5,70,,,,,,,,,,,,,,
18570923,0000,,HU,32.5,-73.5,70,,,,,,,,,,,,,,
18570923,0600,,HU,32.5,-73.5,70,,,,,,,,,,,,,,
